ILI Tool,Adjstd Weld Number,Adjstd Approx Milepost,Adjstd Approx Map Station (ft),Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,194,1.579,79+34,8338.59,,3496,Weld,U59.08,59.08,59.20,,D723.47,3155.29,723.47,0.219,,,,,,59.20,348,,,,,,,35.0763914,-119.3856904,690.72,,8.625,X52,ERW,1363
MFL,194,,,8343.27,8343.25,3497,ML Int Cluster,U4.67,4.67,54.53,1.04,D718.80,3159.96,718.80,0.219,27,37,1.06,0.54,166,59.20,,2173,2125,2231,2210,3099,3069,35.0763908,-119.3856746,690.59,,8.625,X52,ERW,1363
MFL,194,,,8345.08,8345.07,3498,ML Int,U6.49,6.49,52.71,1.04,D716.98,3161.78,716.98,0.219,12,22,0.28,0.28,166,59.20,,2264,2261,2263,2259,3143,3138,35.0763905,-119.3856684,690.54,,8.625,X52,ERW,1363
MFL,194,,,8347.04,8347.03,3499,ML Int,U8.45,8.45,50.75,1.04,D715.02,3163.74,715.02,0.219,11,21,0.27,0.27,166,59.20,,2264,2261,2264,2260,3144,3138,35.0763902,-119.3856613,690.48,,8.625,X52,ERW,1363
MFL,194,,,8347.74,8347.73,3500,ML Int,U9.15,9.15,50.05,1.05,D714.32,3164.44,714.32,0.219,11,21,0.27,0.27,168,59.20,,2264,2261,2264,2260,3144,3138,35.0763902,-119.3856589,690.46,,8.625,X52,ERW,1363
MFL,194,,,8348.01,8348.00,3501,ML Int,U9.42,9.42,49.78,1.02,D714.05,3164.71,714.05,0.219,11,21,0.28,0.28,163,59.20,,2264,2261,2263,2260,3144,3138,35.0763901,-119.3856581,690.46,,8.625,X52,ERW,1363
MFL,194,,,8349.22,8349.20,3502,ML Int,U10.63,10.63,48.57,1.02,D712.84,3165.92,712.84,0.219,10,20,0.27,0.27,163,59.20,,2264,2261,2264,2260,3144,3139,35.0763900,-119.3856541,690.43,,8.625,X52,ERW,1363
MFL,194,,,8351.93,8351.92,3503,ML Int,U13.34,13.34,45.86,1.00,D710.13,3168.63,710.13,0.219,12,22,0.27,0.27,159,59.20,,2264,2261,2263,2259,3143,3138,35.0763896,-119.3856452,690.36,,8.625,X52,ERW,1363
MFL,194,,,8352.87,8352.86,3504,ML Int,U14.28,14.28,44.93,1.03,D709.19,3169.57,709.19,0.219,11,21,0.28,0.28,165,59.20,,2264,2261,2263,2260,3144,3138,35.0763895,-119.3856420,690.34,,8.625,X52,ERW,1363
MFL,194,,,8354.37,8354.33,3505,ML Int Cluster,U15.78,15.78,43.42,1.07,D707.69,3171.07,707.69,0.219,15,25,0.55,0.41,171,59.20,,2252,2239,2251,2235,3126,3104,35.0763893,-119.3856372,690.30,,8.625,X52,ERW,1363
MFL,194,,,8357.25,8357.23,3506,ML Int,U18.66,18.66,40.54,1.05,D704.81,3173.95,704.81,0.219,10,20,0.28,0.28,168,59.20,,2264,2261,2264,2260,3144,3139,35.0763889,-119.3856278,690.23,,8.625,X52,ERW,1363
MFL,194,,,8358.07,8358.06,3507,ML Int,U19.48,19.48,39.72,1.04,D703.99,3174.77,703.99,0.219,11,21,0.27,0.27,166,59.20,,2264,2261,2264,2260,3144,3138,35.0763888,-119.3856251,690.21,,8.625,X52,ERW,1363
MFL,194,,,8359.43,8359.41,3508,ML Int,U20.83,20.83,38.37,1.05,D702.64,3176.12,702.64,0.219,10,20,0.28,0.28,167,59.20,,2264,2261,2264,2260,3144,3139,35.0763886,-119.3856207,690.17,,8.625,X52,ERW,1363
MFL,194,,,8360.88,8360.86,3509,ML Int,U22.29,22.29,36.91,1.02,D701.18,3177.58,701.18,0.219,12,22,0.47,0.47,162,59.20,,2258,2249,2256,2245,3134,3118,35.0763884,-119.3856159,690.12,,8.625,X52,ERW,1363
MFL,194,,,8361.05,8361.04,3510,ML Int Cluster,U22.46,22.46,36.74,1.02,D701.01,3177.75,701.01,0.219,11,21,1.10,0.43,162,59.20,,2231,2193,2242,2215,3114,3076,35.0763884,-119.3856154,690.11,,8.625,X52,ERW,1363
MFL,194,,,8362.17,8362.16,3511,ML Int,U23.58,23.58,35.62,1.02,D699.89,3178.87,699.89,0.219,10,20,0.28,0.28,162,59.20,,2264,2261,2264,2260,3144,3139,35.0763883,-119.3856116,690.06,,8.625,X52,ERW,1363
MFL,194,,,8366.02,8366.01,3512,ML Int,U27.43,27.43,31.77,1.02,D696.04,3182.72,696.04,0.219,10,20,0.28,0.28,162,59.20,,2264,2261,2264,2260,3144,3139,35.0763878,-119.3855988,689.89,,8.625,X52,ERW,1363
MFL,194,,,8367.99,8367.98,3513,ML Int,U29.40,29.40,29.80,1.02,D694.07,3184.69,694.07,0.219,10,20,0.27,0.27,162,59.20,,2264,2261,2264,2260,3144,3139,35.0763876,-119.3855923,689.80,,8.625,X52,ERW,1363
MFL,194,,,8370.26,8370.24,3514,ML Int,D27.54,31.66,27.54,1.03,D691.81,3186.95,691.81,0.219,11,21,0.27,0.27,164,59.20,,2264,2261,2264,2260,3144,3138,35.0763874,-119.3855848,689.70,,8.625,X52,ERW,1363
MFL,194,,,8372.25,8372.24,3515,ML Int,D25.54,33.66,25.54,1.02,D689.81,3188.95,689.81,0.219,10,20,0.28,0.28,163,59.20,,2264,2261,2264,2260,3144,3139,35.0763872,-119.3855781,689.58,,8.625,X52,ERW,1363
MFL,194,,,8372.81,8372.80,3516,ML Int,D24.98,34.22,24.98,1.05,D689.25,3189.51,689.25,0.219,10,20,0.28,0.28,168,59.20,,2264,2261,2264,2260,3144,3139,35.0763871,-119.3855763,689.54,,8.625,X52,ERW,1363
MFL,194,,,8373.51,8373.50,3517,ML Int,D24.28,34.92,24.28,1.08,D688.55,3190.21,688.55,0.219,10,20,0.27,0.27,172,59.20,,2264,2261,2264,2260,3144,3139,35.0763871,-119.3855740,689.50,,8.625,X52,ERW,1363
MFL,194,,,8373.90,8373.88,3518,ML Int,D23.90,35.30,23.90,1.07,D688.17,3190.59,688.17,0.219,11,21,0.28,0.28,170,59.20,,2264,2261,2263,2260,3144,3138,35.0763870,-119.3855727,689.47,,8.625,X52,ERW,1363
MFL,194,,,8374.49,8374.48,3519,ML Int,D23.30,35.90,23.30,1.03,D687.57,3191.19,687.57,0.219,11,21,0.27,0.27,165,59.20,,2264,2261,2263,2260,3144,3138,35.0763870,-119.3855706,689.43,,8.625,X52,ERW,1363
MFL,194,,,8375.41,8375.39,3520,ML Int,D22.39,36.81,22.39,1.02,D686.65,3192.11,686.65,0.219,11,21,0.28,0.28,163,59.20,,2264,2261,2263,2260,3144,3138,35.0763869,-119.3855676,689.37,,8.625,X52,ERW,1363
MFL,194,,,8376.16,8376.14,3521,ML Int,D21.64,37.56,21.64,1.01,D685.91,3192.85,685.91,0.219,10,20,0.28,0.28,161,59.20,,2264,2261,2264,2260,3144,3139,35.0763868,-119.3855652,689.32,,8.625,X52,ERW,1363
MFL,194,,,8376.54,8376.52,3522,ML Int,D21.25,37.95,21.25,1.01,D685.52,3193.24,685.52,0.219,10,20,0.28,0.28,161,59.20,,2264,2261,2264,2260,3144,3139,35.0763868,-119.3855639,689.29,,8.625,X52,ERW,1363
MFL,194,,,8377.38,8377.36,3523,ML Int,D20.42,38.78,20.42,1.05,D684.69,3194.07,684.69,0.219,10,20,0.27,0.27,167,59.20,,2264,2261,2264,2260,3144,3139,35.0763867,-119.3855611,689.24,,8.625,X52,ERW,1363
MFL,194,,,8377.53,8377.48,3524,ML Int Cluster,D20.26,38.94,20.26,1.01,D684.53,3194.23,684.53,0.219,11,21,0.75,0.28,161,59.20,,2248,2228,2252,2235,3127,3104,35.0763867,-119.3855606,689.23,,8.625,X52,ERW,1363
MFL,194,,,8377.96,8377.94,3525,ML Int Cluster,D19.84,39.36,19.84,1.02,D684.11,3194.65,684.11,0.219,10,20,1.68,0.54,163,59.20,,2209,2144,2235,2200,3104,3056,35.0763867,-119.3855593,689.20,,8.625,X52,ERW,1363
MFL,194,,,8379.13,8379.12,3526,ML Int,D18.66,40.54,18.66,1.02,D682.93,3195.83,682.93,0.219,10,20,0.27,0.27,163,59.20,,2264,2261,2264,2260,3144,3139,35.0763865,-119.3855554,689.13,,8.625,X52,ERW,1363
MFL,194,,,8379.50,8379.48,3527,ML Int,D18.30,40.90,18.30,1.04,D682.57,3196.19,682.57,0.219,11,21,0.28,0.28,166,59.20,,2264,2261,2263,2260,3144,3138,35.0763865,-119.3855541,689.10,,8.625,X52,ERW,1363
MFL,194,,,8379.99,8379.98,3528,ML Int,D17.80,41.40,17.80,1.05,D682.07,3196.69,682.07,0.219,11,21,0.28,0.28,167,59.20,,2264,2261,2263,2260,3144,3138,35.0763865,-119.3855525,689.07,,8.625,X52,ERW,1363
MFL,194,,,8381.37,8381.35,3529,ML Int,D16.43,42.77,16.43,1.07,D680.70,3198.06,680.70,0.219,13,23,0.27,0.27,170,59.20,,2263,2260,2263,2259,3143,3137,35.0763863,-119.3855479,688.98,,8.625,X52,ERW,1363
MFL,194,,,8384.22,8384.21,3530,ML Int,D13.57,45.63,13.57,1.07,D677.84,3200.92,677.84,0.219,10,20,0.28,0.28,170,59.20,,2264,2261,2264,2260,3144,3139,35.0763861,-119.3855385,688.76,,8.625,X52,ERW,1363
MFL,194,,,8384.82,8384.81,3531,ML Int,D12.98,46.22,12.98,1.08,D677.24,3201.52,677.24,0.219,11,21,0.24,0.29,172,59.20,,2265,2262,2264,2261,3145,3141,35.0763860,-119.3855365,688.71,,8.625,X52,ERW,1363
MFL,194,,,8385.06,8385.04,3532,ML Int,D12.74,46.46,12.74,1.01,D677.01,3201.75,677.01,0.219,10,20,0.27,0.27,161,59.20,,2264,2261,2264,2260,3144,3139,35.0763860,-119.3855357,688.68,,8.625,X52,ERW,1363
MFL,195,1.590,79+94,8397.79,,3533,Weld,U59.20,59.20,59.44,,D664.27,3214.49,664.27,0.219,,,,,,59.44,353,,,,,,,35.0763849,-119.3854933,687.64,,8.625,X52,ERW,1363
MFL,195,,,8398.92,8398.91,3534,ML EXT Cluster,U1.13,1.13,58.31,1.36,D663.14,3215.62,663.14,0.219,21,31,0.78,0.99,217,59.44,,2224,2197,2215,2180,3076,3028,35.0763848,-119.3854896,687.58,,8.625,X52,ERW,1363
MFL,195,,,8398.93,8398.91,3535,ML Int,U1.14,1.14,58.30,1.03,D663.13,3215.63,663.13,0.219,11,21,0.27,0.27,164,59.44,,2264,2261,2263,2260,3144,3138,35.0763848,-119.3854896,687.58,,8.625,X52,ERW,1363
MFL,195,,,8399.12,8399.10,3536,ML Int,U1.33,1.33,58.11,1.05,D662.94,3215.82,662.94,0.219,11,21,0.28,0.28,168,59.44,,2264,2261,2263,2260,3144,3138,35.0763848,-119.3854888,687.57,,8.625,X52,ERW,1363
MFL,195,,,8399.44,8399.42,3537,ML Int,U1.65,1.65,57.79,1.04,D662.62,3216.14,662.62,0.219,13,23,0.27,0.27,166,59.44,,2263,2260,2263,2259,3143,3137,35.0763848,-119.3854877,687.55,,8.625,X52,ERW,1363
MFL,195,,,8400.12,8400.09,3538,ML Int,U2.33,2.33,57.11,1.00,D661.94,3216.82,661.94,0.219,20,30,0.43,0.43,159,59.44,,2253,2244,2250,2239,3126,3109,35.0763847,-119.3854856,687.52,,8.625,X52,ERW,1363
MFL,195,,,8400.30,8400.29,3539,ML Int Cluster,U2.51,2.51,56.93,1.03,D661.76,3217.00,661.76,0.219,27,37,0.75,1.48,164,59.44,,2213,2185,2236,2217,3106,3079,35.0763847,-119.3854850,687.51,,8.625,X52,ERW,1363
MFL,195,,,8400.54,8400.53,3540,ML Int,U2.75,2.75,56.69,1.07,D661.52,3217.24,661.52,0.219,31,41,0.27,0.27,170,59.44,,2257,2252,2254,2248,3131,3122,35.0763847,-119.3854840,687.49,,8.625,X52,ERW,1363
MFL,195,,,8400.68,8400.64,3541,ML Int Cluster,U2.89,2.89,56.55,0.98,D661.38,3217.38,661.38,0.219,22,32,1.81,1.75,157,59.44,,2118,2035,2202,2150,3059,2987,35.0763847,-119.3854837,687.49,,8.625,X52,ERW,1363
MFL,195,,,8401.06,8400.90,3542,ML Int Cluster,U3.27,3.27,56.17,0.97,D661.00,3217.76,661.00,0.219,27,37,2.16,0.46,155,59.44,,2041,1937,2203,2165,3060,3007,35.0763846,-119.3854824,687.47,,8.625,X52,ERW,1363
MFL,195,,,8401.31,8401.29,3543,ML Int Cluster,U3.52,3.52,55.92,1.01,D660.75,3218.01,660.75,0.219,21,31,1.18,1.20,161,59.44,,2185,2135,2206,2171,3064,3015,35.0763846,-119.3854816,687.46,,8.625,X52,ERW,1363
MFL,195,,,8403.20,8403.19,3544,ML Int,U5.41,5.41,54.03,1.00,D658.86,3219.90,658.86,0.219,15,25,0.28,0.28,159,59.44,,2263,2259,2262,2258,3142,3136,35.0763845,-119.3854753,687.38,,8.625,X52,ERW,1363
MFL,195,,,8405.03,8405.02,3545,ML EXT,U7.24,7.24,52.19,1.00,D657.03,3221.73,657.03,0.219,11,21,0.27,0.27,159,59.44,,2264,2261,2264,2260,3144,3138,35.0763844,-119.3854692,687.34,,8.625,X52,ERW,1363
MFL,195,,,8409.10,8409.08,3546,ML EXT,U11.30,11.30,48.13,1.76,D652.97,3225.79,652.97,0.219,13,23,0.28,0.28,280,59.44,,2263,2260,2263,2259,3143,3137,35.0763842,-119.3854557,687.24,,8.625,X52,ERW,1363
MFL,195,,,8409.65,8409.61,3547,ML EXT Cluster,U11.85,11.85,47.58,0.66,D652.42,3226.34,652.42,0.219,15,25,1.61,1.74,105,59.44,,2182,2115,2213,2167,3073,3010,35.0763842,-119.3854538,687.25,,8.625,X52,ERW,1363
MFL,195,,,8409.85,8409.83,3548,ML EXT,U12.06,12.06,47.38,0.72,D652.21,3226.55,652.21,0.219,10,20,0.67,0.67,114,59.44,,2253,2236,2250,2230,3125,3097,35.0763841,-119.3854531,687.25,,8.625,X52,ERW,1363
MFL,195,,,8410.33,8410.32,3549,ML Int,U12.54,12.54,46.90,1.01,D651.73,3227.03,651.73,0.219,11,21,0.28,0.28,161,59.44,,2264,2261,2263,2260,3144,3138,35.0763841,-119.3854515,687.26,,8.625,X52,ERW,1363
MFL,195,,,8411.92,8411.90,3550,ML Int,U14.13,14.13,45.31,1.10,D650.14,3228.62,650.14,0.219,11,21,0.28,0.28,175,59.44,,2264,2261,2263,2260,3144,3138,35.0763841,-119.3854463,687.28,,8.625,X52,ERW,1363
MFL,195,,,8413.52,8413.50,3551,ML Int,U15.73,15.73,43.71,0.99,D648.54,3230.22,648.54,0.219,13,23,0.28,0.28,158,59.44,,2263,2260,2263,2259,3143,3137,35.0763841,-119.3854410,687.30,,8.625,X52,ERW,1363
MFL,195,,,8413.87,8413.86,3552,ML Int,U16.07,16.07,43.36,1.02,D648.20,3230.56,648.20,0.219,11,21,0.27,0.27,162,59.44,,2264,2261,2264,2260,3144,3138,35.0763840,-119.3854397,687.30,,8.625,X52,ERW,1363
MFL,195,,,8415.48,8415.47,3553,ML EXT HAZ impact LS,U17.69,17.69,41.75,2.14,D646.58,3232.18,646.58,0.219,13,23,0.27,0.27,341,59.44,,2263,2260,2263,2259,3143,3137,35.0763840,-119.3854345,687.32,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,195,,,8415.73,8415.70,3554,ML EXT Cluster HAZ impact LS,U17.94,17.94,41.50,0.26,D646.33,3232.43,646.33,0.219,16,26,0.63,2.27,41,59.44,,2246,2229,2246,2225,3119,3091,35.0763840,-119.3854335,687.32,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,195,,,8415.95,8415.91,3555,ML EXT Cluster,U18.16,18.16,41.28,1.58,D646.11,3232.65,646.11,0.219,26,36,0.71,2.80,252,59.44,,2220,2195,2222,2193,3087,3046,35.0763840,-119.3854329,687.33,,8.625,X52,ERW,1363
MFL,195,,,8416.34,8416.33,3556,ML EXT,U18.55,18.55,40.89,1.79,D645.72,3233.04,645.72,0.219,26,36,0.31,0.31,285,59.44,,2257,2251,2254,2247,3131,3120,35.0763840,-119.3854316,687.33,,8.625,X52,ERW,1363
MFL,195,,,8416.44,8416.42,3557,ML EXT Cluster,U18.64,18.64,40.79,1.41,D645.63,3233.13,645.63,0.219,10,20,1.89,1.31,225,59.44,,2201,2127,2226,2182,3092,3030,35.0763840,-119.3854313,687.33,,8.625,X52,ERW,1363
MFL,195,,,8416.49,8416.28,3558,ML EXT Cluster,U18.70,18.70,40.74,1.06,D645.57,3233.19,645.57,0.219,29,39,2.63,7.51,169,59.44,,1978,1856,2163,2095,3004,2909,35.0763840,-119.3854311,687.33,,8.625,X52,ERW,1363
MFL,195,,,8416.61,8416.59,3559,ML EXT,U18.82,18.82,40.62,0.58,D645.45,3233.31,645.45,0.219,10,20,0.27,0.27,92,59.44,,2264,2261,2264,2260,3144,3139,35.0763840,-119.3854307,687.33,,8.625,X52,ERW,1363
MFL,195,,,8416.72,8416.68,3560,ML EXT Cluster,U18.92,18.92,40.51,1.18,D645.35,3233.41,645.35,0.219,21,31,0.55,2.32,188,59.44,,2244,2230,2243,2225,3115,3091,35.0763840,-119.3854303,687.34,,8.625,X52,ERW,1363
MFL,195,,,8416.89,8416.84,3561,ML EXT Cluster,U19.10,19.10,40.34,1.15,D645.17,3233.59,645.17,0.219,31,41,0.83,1.62,184,59.44,,2191,2155,2207,2168,3065,3011,35.0763840,-119.3854297,687.34,,8.625,X52,ERW,1363
MFL,195,,,8417.66,8417.64,3562,ML Int,U19.87,19.87,39.57,1.03,D644.40,3234.36,644.40,0.219,10,20,0.28,0.28,164,59.44,,2264,2261,2264,2260,3144,3139,35.0763840,-119.3854272,687.35,,8.625,X52,ERW,1363
MFL,195,,,8417.72,8417.70,3563,ML EXT Cluster,U19.93,19.93,39.51,1.72,D644.34,3234.42,644.34,0.219,12,22,0.31,0.68,274,59.44,,2263,2259,2262,2257,3142,3135,35.0763840,-119.3854270,687.35,,8.625,X52,ERW,1363
MFL,195,,,8418.00,8417.98,3564,ML Int,U20.21,20.21,39.23,1.03,D644.06,3234.70,644.06,0.219,11,21,0.27,0.27,165,59.44,,2264,2261,2264,2260,3144,3138,35.0763840,-119.3854260,687.36,,8.625,X52,ERW,1363
MFL,195,,,8418.17,8418.16,3565,ML Int,U20.38,20.38,39.06,1.00,D643.89,3234.87,643.89,0.219,11,21,0.28,0.28,160,59.44,,2264,2261,2263,2260,3144,3138,35.0763840,-119.3854255,687.36,,8.625,X52,ERW,1363
MFL,195,,,8420.54,8420.53,3566,ML Int,U22.75,22.75,36.69,1.05,D641.52,3237.24,641.52,0.219,12,22,0.27,0.27,167,59.44,,2264,2261,2263,2259,3143,3138,35.0763840,-119.3854177,687.42,,8.625,X52,ERW,1363
MFL,195,,,8421.53,8421.52,3567,ML Int Cluster,U23.74,23.74,35.70,1.10,D640.54,3238.22,640.54,0.219,11,21,0.55,0.54,175,59.44,,2256,2244,2254,2239,3131,3110,35.0763840,-119.3854144,687.44,,8.625,X52,ERW,1363
MFL,195,,,8423.90,8423.89,3568,ML Int,U26.11,26.11,33.33,1.00,D638.16,3240.60,638.16,0.219,12,22,0.27,0.27,160,59.44,,2264,2261,2263,2259,3143,3138,35.0763840,-119.3854064,687.50,,8.625,X52,ERW,1363
MFL,195,,,8426.71,8426.70,3569,ML Int,U28.92,28.92,30.52,1.07,D635.35,3243.41,635.35,0.219,12,22,0.28,0.28,171,59.44,,2264,2261,2263,2259,3143,3138,35.0763840,-119.3853970,687.56,,8.625,X52,ERW,1363
MFL,195,,,8427.99,8427.98,3570,ML Int,D29.24,30.19,29.24,1.04,D634.08,3244.68,634.08,0.219,12,22,0.28,0.28,166,59.44,,2264,2261,2263,2259,3143,3138,35.0763840,-119.3853927,687.59,,8.625,X52,ERW,1363
MFL,195,,,8429.93,8429.91,3571,ML Int,D27.30,32.14,27.30,1.01,D632.13,3246.63,632.13,0.219,11,21,0.27,0.27,161,59.44,,2264,2261,2264,2260,3144,3138,35.0763840,-119.3853863,687.64,,8.625,X52,ERW,1363
MFL,195,,,8430.46,8430.45,3572,ML Int Cluster,D26.77,32.67,26.77,1.07,D631.60,3247.16,631.60,0.219,12,22,0.47,0.81,170,59.44,,2258,2249,2256,2245,3134,3118,35.0763840,-119.3853844,687.65,,8.625,X52,ERW,1363
MFL,195,,,8431.57,8431.55,3573,ML Int Cluster,D25.66,33.77,25.66,0.98,D630.50,3248.26,630.50,0.219,12,22,0.71,0.27,156,59.44,,2248,2229,2251,2235,3127,3104,35.0763840,-119.3853809,687.67,,8.625,X52,ERW,1363
MFL,195,,,8432.96,8432.94,3574,ML Int,D24.27,35.16,24.27,1.01,D629.11,3249.65,629.11,0.219,10,20,0.28,0.28,161,59.44,,2264,2261,2264,2260,3144,3139,35.0763840,-119.3853761,687.71,,8.625,X52,ERW,1363
MFL,195,,,8433.33,8433.31,3575,ML Int Cluster,D23.90,35.53,23.90,1.05,D628.74,3250.02,628.74,0.219,13,23,1.53,0.28,168,59.44,,2199,2137,2241,2218,3112,3081,35.0763841,-119.3853750,687.71,,8.625,X52,ERW,1363
MFL,195,,,8438.18,8438.17,3576,ML Int,D19.05,40.39,19.05,1.02,D623.88,3254.88,623.88,0.219,14,24,0.27,0.27,163,59.44,,2263,2260,2262,2258,3142,3136,35.0763843,-119.3853588,687.84,,8.625,X52,ERW,1363
MFL,195,,,8441.57,8441.56,3577,ML EXT,D15.66,43.78,15.66,1.40,D620.49,3258.27,620.49,0.219,12,22,0.28,0.28,223,59.44,,2264,2261,2263,2259,3143,3138,35.0763845,-119.3853475,687.94,,8.625,X52,ERW,1363
MFL,195,,,8443.00,8442.99,3578,ML Int Cluster,D14.23,45.21,14.23,1.06,D619.06,3259.70,619.06,0.219,12,22,2.12,0.54,169,59.44,,2177,2092,2217,2169,3079,3013,35.0763845,-119.3853427,687.98,,8.625,X52,ERW,1363
MFL,195,,,8446.60,8446.59,3579,ML Int,D10.63,48.81,10.63,1.05,D615.46,3263.30,615.46,0.219,12,22,0.28,0.28,167,59.44,,2264,2261,2263,2259,3143,3138,35.0763847,-119.3853309,688.07,,8.625,X52,ERW,1363
MFL,195,,,8454.22,8454.21,3580,ML Int,D3.01,56.43,3.01,1.06,D607.84,3270.92,607.84,0.219,16,26,0.27,0.27,169,59.44,,2263,2259,2262,2257,3141,3135,35.0763852,-119.3853054,688.23,,8.625,X52,ERW,1363
MFL,196,1.602,80+53,8457.23,,3581,Weld,D59.34,59.44,59.34,,D604.83,3273.93,604.83,0.219,,,,,,59.34,315,,,,,,,35.0763854,-119.3852956,688.28,,8.625,X52,ERW,1363
MFL,196,,,8457.31,8457.30,3582,ML Int HAZ impact GW,U0.08,0.08,59.26,1.03,D604.75,3274.01,604.75,0.219,27,37,0.24,0.38,164,59.34,,2261,2258,2259,2255,3138,3132,35.0763854,-119.3852954,688.28,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,196,,,8466.47,8466.45,3583,ML Int,U9.24,9.24,50.10,1.02,D595.59,3283.17,595.59,0.219,12,22,0.28,0.28,162,59.34,,2264,2261,2263,2259,3143,3138,35.0763861,-119.3852645,688.30,,8.625,X52,ERW,1363
MFL,196,,,8469.83,8469.82,3584,ML Int Cluster,U12.61,12.61,46.74,1.07,D592.23,3286.53,592.23,0.219,16,26,0.28,1.08,171,59.34,,2263,2259,2262,2257,3141,3135,35.0763864,-119.3852533,688.28,,8.625,X52,ERW,1363
MFL,196,,,8471.26,8471.25,3585,ML Int,U14.03,14.03,45.31,1.01,D590.80,3287.96,590.80,0.219,11,21,0.27,0.27,161,59.34,,2264,2261,2264,2260,3144,3138,35.0763865,-119.3852486,688.27,,8.625,X52,ERW,1363
MFL,196,,,8484.92,8484.91,3586,ML Int,U27.69,27.69,31.65,1.04,D577.14,3301.62,577.14,0.219,10,20,0.27,0.27,166,59.34,,2264,2261,2264,2260,3144,3139,35.0763879,-119.3852031,687.99,,8.625,X52,ERW,1363
MFL,196,,,8493.86,8493.84,3587,ML Int,D22.72,36.63,22.72,1.08,D568.20,3310.56,568.20,0.219,10,20,0.28,0.28,172,59.34,,2264,2261,2264,2260,3144,3139,35.0763889,-119.3851735,687.85,,8.625,X52,ERW,1363
MFL,196,,,8494.76,8494.75,3588,ML Int,D21.81,37.54,21.81,1.08,D567.30,3311.46,567.30,0.219,10,20,0.27,0.27,172,59.34,,2264,2261,2264,2260,3144,3139,35.0763890,-119.3851705,687.86,,8.625,X52,ERW,1363
MFL,196,,,8497.67,8497.65,3589,ML Int,D18.90,40.44,18.90,1.03,D564.39,3314.37,564.39,0.219,10,20,0.27,0.27,164,59.34,,2264,2261,2264,2260,3144,3139,35.0763893,-119.3851607,687.86,,8.625,X52,ERW,1363
MFL,196,,,8498.03,8498.01,3590,ML Int,D18.54,40.80,18.54,1.04,D564.03,3314.73,564.03,0.219,10,20,0.27,0.27,166,59.34,,2264,2261,2264,2260,3144,3139,35.0763894,-119.3851596,687.87,,8.625,X52,ERW,1363
MFL,196,,,8498.25,8498.23,3591,ML Int,D18.32,41.02,18.32,1.03,D563.81,3314.95,563.81,0.219,10,20,0.28,0.28,165,59.34,,2264,2261,2264,2260,3144,3139,35.0763894,-119.3851588,687.87,,8.625,X52,ERW,1363
MFL,196,,,8498.76,8498.75,3592,ML Int,D17.81,41.53,17.81,1.02,D563.30,3315.46,563.30,0.219,11,21,0.20,0.35,162,59.34,,2265,2264,2265,2263,3146,3143,35.0763894,-119.3851571,687.87,,8.625,X52,ERW,1363
MFL,196,,,8499.65,8499.64,3593,ML Int,D16.92,42.42,16.92,1.07,D562.41,3316.35,562.41,0.219,10,20,0.27,0.27,170,59.34,,2264,2261,2264,2260,3144,3139,35.0763895,-119.3851542,687.87,,8.625,X52,ERW,1363
MFL,196,,,8502.56,8502.54,3594,ML Int,D14.02,45.33,14.02,1.07,D559.51,3319.25,559.51,0.219,11,21,0.27,0.27,170,59.34,,2264,2261,2264,2260,3144,3138,35.0763899,-119.3851445,687.88,,8.625,X52,ERW,1363
MFL,196,,,8506.81,8506.79,3595,ML Int,D9.77,49.58,9.77,1.03,D555.26,3323.50,555.26,0.219,10,20,0.28,0.28,165,59.34,,2264,2261,2264,2260,3144,3139,35.0763903,-119.3851302,687.88,,8.625,X52,ERW,1363
MFL,196,,,8510.19,8510.17,3596,ML Int,D6.38,52.96,6.38,1.03,D551.87,3326.89,551.87,0.219,10,20,0.27,0.27,164,59.34,,2264,2261,2264,2260,3144,3139,35.0763906,-119.3851190,687.88,,8.625,X52,ERW,1363
MFL,197,1.613,81+11,8516.57,,3597,Weld,D58.93,59.34,58.93,,D545.49,3333.27,545.49,0.219,,,,,,58.93,345,,,,,,,35.0763912,-119.3850978,687.88,,8.625,X52,ERW,1363
