ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Adjstd Map Sta (ft) (CDS),Odometer (ft),Odometer Distance to Peak Depth (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Length (in),Width (in),Oreintation (Degrees),Oreintation Peak Depth (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Max Depth + Tolerance (%),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,1580,1.283,67+76,6809.98,6809.99,2265,ML Int ,D18.42,40.88,18.42,U1616.97,1616.97,2267.19,0.219,16,0.23,0.25,162,164,59.30,,2264,2263,3143,26,2261,2260,3139,35.0765537,-119.3907806,711.99,,8.625,X52,ERW,1363
MFL,1580,1.283,67+76,6810.04,6810.06,2266,ML Ext ,D18.35,40.94,18.35,U1617.03,1617.03,2267.12,0.219,16,0.43,0.43,341,344,59.30,,2256,2254,3131,26,2248,2244,3116,35.0765536,-119.3907805,711.99,,8.625,X52,ERW,1363
MFL,1580,1.284,67+77,6810.72,6810.73,2267,ML Int ,D17.68,41.62,17.68,U1617.70,1617.70,2266.45,0.219,18,0.27,0.67,162,164,59.30,,2262,2261,3140,28,2258,2256,3134,35.0765524,-119.3907788,712.02,,8.625,X52,ERW,1363
MFL,1580,1.284,67+77,6811.01,6811.02,2268,ML Int ,D17.39,41.91,17.39,U1618.00,1618.00,2266.15,0.219,18,0.23,0.57,160,162,59.30,,2263,2262,3142,28,2261,2259,3138,35.0765519,-119.3907780,712.03,,8.625,X52,ERW,1363
MFL,1580,1.284,67+79,6812.69,6812.70,2269,ML Int ,D15.71,43.59,15.71,U1619.68,1619.68,2264.47,0.219,20,0.27,0.38,160,162,59.30,,2261,2260,3139,30,2257,2255,3132,35.0765490,-119.3907738,712.09,,8.625,X52,ERW,1363
MFL,1580,1.284,67+79,6813.17,6813.29,2270,ML Ext Cluster,D15.23,44.07,15.23,U1620.16,1620.16,2263.99,0.219,11,1.60,1.98,192,207,59.30,,2207,2217,3080,21,2144,2167,3010,35.0765481,-119.3907726,712.12,,8.625,X52,ERW,1363
MFL,1580,1.284,67+80,6813.99,6814.00,2271,ML Int ,D14.41,44.88,14.41,U1620.97,1620.97,2263.18,0.219,13,0.23,0.22,163,164,59.30,,2264,2264,3144,23,2262,2261,3140,35.0765467,-119.3907705,712.16,,8.625,X52,ERW,1363
MFL,1580,1.284,67+80,6814.15,6814.16,2272,ML Int ,D14.25,45.05,14.25,U1621.14,1621.14,2263.01,0.219,10,0.23,0.65,160,164,59.30,,2265,2265,3145,20,2263,2262,3141,35.0765464,-119.3907701,712.17,,8.625,X52,ERW,1363
MFL,1580,1.284,67+80,6814.48,6814.49,2273,ML Int ,D13.91,45.38,13.91,U1621.47,1621.47,2262.68,0.219,14,0.23,0.22,163,164,59.30,,2264,2264,3144,24,2262,2260,3140,35.0765458,-119.3907693,712.19,,8.625,X52,ERW,1363
MFL,1580,1.284,67+80,6814.62,6814.63,2274,ML Int ,D13.77,45.52,13.77,U1621.61,1621.61,2262.54,0.219,12,0.23,0.22,161,162,59.30,,2265,2264,3145,22,2262,2261,3141,35.0765455,-119.3907689,712.19,,8.625,X52,ERW,1363
MFL,1580,1.284,67+81,6814.77,6814.85,2275,ML Int Cluster,D13.62,45.67,13.62,U1621.76,1621.76,2262.39,0.219,16,2.03,0.54,159,160,59.30,,2149,2216,3077,26,2063,2175,3020,35.0765453,-119.3907685,712.20,,8.625,X52,ERW,1363
MFL,1580,1.284,67+81,6815.26,6815.27,2276,ML Int ,D13.13,46.16,13.13,U1622.25,1622.25,2261.90,0.219,17,0.23,0.67,156,160,59.30,,2263,2263,3143,27,2261,2259,3138,35.0765444,-119.3907673,712.23,,8.625,X52,ERW,1363
